query_id,query,category,system,rank,doc_id,score,job_title,company,job_location,job_level,job_type,job_skills,latency_ms
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,dense_pca128,3,JOB_0074412,0.7216547131538391,Systems &amp; Cloud DevOps Engineer - Azure,Vermelo RPO,"Chesterfield, England, United Kingdom",Mid senior,Onsite,"Systems & Cloud Engineering, Continuous Integration/Delivery (CI/CD), DevOps, Infrastructure Management, Software Development, Automation, Cloud Computing (Azure), Terraform, PowerShell, Kubernetes, Docker, Git/GitHub, DevOps Principles, InfrastructureasCode, PaaS, IaaS, VM, Networking, Cloud Deployment, Prioritization, Communication Skills, Agile Development, Teamwork, Problem Solving, Security Standards, Crosstraining, Employee Benefits, Private Medical Cover, Pension Contributions, Holiday and Bank Holidays, Life Assurance, Energetic and Innovative Company, Diverse and Inclusive Workplace, # WeAreMarkerstudy Employee Network",6.021518999659747
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,dense_pca128,4,JOB_0339965,0.7162553668022156,DevOps Engineer,Simplify Recruiting,"Atlanta, GA",Associate,Onsite,"Github actions, Azure pipelines, Cloud Native solutions, Infrastructure as Code (IaC), Terraform, CDKs, Infrastructure buildout, DevOps tools, CICD tools, Cloud infrastructure services, Automated provisioning, Virtual Machines (VMs), Containers, Databases, Kubernetes cluster, Networking services, Knowledge Transfer sessions, Legacy applications, Security tools, Code scanning, Application security testing, CI/CD pipelines, Infrastructure support team, Troubleshooting, Application testing tools, Application development life cycle, Azure DevOps tools, Bluegreen deployment, Canary release, Application code deployment, Software engineering team, Third party vendors, Observability tools, DevOps team workings, Software development, Information technology, Cloudnative solutions, Azure, Azure DevOps, Google Cloud Platform (GCP), Amazon Web Services (AWS), Python, Scripting languages, Digital technologies, Marketing technologies",6.021518999659747
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,dense_pca128,5,JOB_0159870,0.7146550416946411,DevOps Engineer,SCC,"Bristol, England, United Kingdom",Mid senior,Onsite,"DevOps, Automation, CI/CD, Azure, Azure DevOps, AWS, Git, Terraform, Ansible, Docker, SonarQube, Artifactory, YAML, Bash, PowerShell, Cloud automation, Software engineering, Security Clearance",6.021518999659747
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,dense_pca128,6,JOB_0028221,0.7102875709533691,DevOps Engineer,Remit Resources,"Chelmsford, England, United Kingdom",Mid senior,Onsite,"AWS, DevOps, Cloud infrastructure, Cloud security, PCIDSS, Log analysis, Metric analysis, CloudFormation, CloudFormation/CDK, Network security, Security controls, Threat detection, Patch management, CI/CD pipelines, .NET technologies, Incident management, Bash, PowerShell, Python, DNS, Content delivery, Risk management, Compliance standards, ISO 27001, SOC 2, .NET ecosystems, Highsecurity frameworks, Infrastructure problemsolving",6.021518999659747
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,dense_pca128,7,JOB_0052545,0.7099227905273438,Lead AWS DevOps Engineer,SR2 | Socially Responsible Recruitment | Certified B Corporation™,"Boughton Malherbe, England, United Kingdom",Mid senior,Onsite,"AWS, Kubernetes, Docker, Python, Bash, CI/CD, Terraform, Leadership, Communication, Agile, DevOps, Scripting, Deployment, Automation",6.021518999659747
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,dense_pca128,8,JOB_0098222,0.6966300010681152,DevSecOps Engineer,EVONA,"Los Angeles, CA",Mid senior,Onsite,"DevSecOps, AWS EKS, Security, CI/CD Pipelines, Cloud Computing, Infrastructure Provisioning, Terraform, Aerospace Cyber Security, Systems Assessment, CrossFunctional Collaboration, Documentation, Kubernetes Clusters, Containerized Applications, IaC tools",6.021518999659747
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,dense_pca128,9,JOB_0463659,0.6899075508117676,AWS DevOps Engineer,Synechron,"Sydney, New South Wales, Australia",Mid senior,Onsite,"AWS, CloudFormation, EKS, CICD, GitHub, TeamCity, Jenkins, Artifactory, Octopus Deploy, ArgoCD, CloudWatch, AppDynamics, Splunk, Containers, Docker, Kubernetes, Ansible, Python, Shell scripting, Troubleshooting",6.021518999659747
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,dense_pca128,10,JOB_0327090,0.6851747035980225,Solutions Development DevOps Engineer,Softchoice,"Toronto, Ontario, Canada",Associate,Onsite,"Cloud computing, Azure, AWS, M365, Python, PowerShell, Infrastructure as Code, Terraform, Azure RM/Bicep, CloudFormation, Application integration, Functions, Cloud Databases, Data warehouse, Analytics, Machine Learning, Developer Tools, Security, Identity management, ITIL, Project management methodologies, Problemsolving, Interpersonal and communication skills, Customer needs, Organization skills, Attention to detail, Selfinterest in maintaining updated knowledge, Technology (industry) best practices, Remote work, Hybrid work, Comprehensive benefits, Career growth opportunities, Paid volunteer days, Great Place to Work Institute, Diversity inclusion & belonging, Equal opportunity employment, Accommodation for applicants with disabilities, Digital interviewing, Criminal record check, Education verification, Reference check, Remote onboarding",6.021518999659747
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,dense_pca128,11,JOB_0019796,0.6851747035980225,Solutions Development DevOps Engineer,Softchoice,"Norcross, GA",Associate,Onsite,"Cloud Computing, Azure, AWS, M365, Infrastructure as Code, Terraform, Azure RM, Bicep, CloudFormation, Python, PowerShell, Application Integration, Functions, Cloud Databases, Data Warehouse, Analytics, Machine Learning, Developer Tools, Security, Identity Management, Agile, DevOps, AWS Certified Cloud Engineer, Azure Administrator, Project Management, ITIL",6.021518999659747
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,dense_pca128,12,JOB_0428358,0.6786735653877258,Developer III - DevOps Engineering,TekWissen ®,"Atlanta, GA",Mid senior,Onsite,"SQL, Azure, AWS, Big data, Automation, Data delivery, Infrastructure",6.021518999659747
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,dense_pca128,13,JOB_0321815,0.6741718649864197,DevOps Engineer (Kubernetes)- Bilingual Korean/ English,"Woongjin, INC.","Ridgefield Park, NJ",Mid senior,Onsite,"Kubernetes, OpenShift, RedHat OpenShift, Terraform, Infrastructure as Code, IaC, CI/CD, Continuous Integration, Continuous Deployment, Monitoring, Logging, Security, Compliance, Java, Microservices, Spring Boot, Maven, Gradle, Docker, Container Orchestration, Cloud Platforms, AWS, Scripting, Automation, Bash, Python, Ansible, Jenkins, GitLab CI, Containerization, Prometheus, Grafana, Datadog, ELK stack, ProblemSolving, Troubleshooting, Communication, Collaboration, Bilingual, DevOps Engineer, Red Hat Certified Engineer, Certified Kubernetes Administrator",6.021518999659747
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,dense_pca128,14,JOB_0080777,0.6710180044174194,DevOps Engineer/Lead,"The Dignify Solutions, LLC","Addison, TX",Mid senior,Onsite,"Kubernetes, Azure Cloud, Azure DevOps, Docker, Linux, YAML, Terraform, Helm, Jfrog Artifactory, SonarQube, Veracode, Active Directory, Key vault, DNS, Network Security Group, AKS (Azure Kubernetes Service), App Insights/ monitoring, Service End Point, Private End Point, Identity & Access Management (IAM)",6.021518999659747
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,dense_pca128,15,JOB_0049823,0.6687849760055542,DevOps/Reliability Engineer,"Centizen, Inc.","Los Angeles, CA",Mid senior,Onsite,"DevOps Engineer, Reliability Engineer, Cloud Infrastructure Management, Career Growth, Remote Working, Multitasking, Dynamic Settings, ML/AI Pipelines, CUDA/GPU Workloads, EKS/Kubernetes, CI/CD Pipelines, GitHub Actions, AWS, Kubernetes, EKS, ML/AI Applications, Docker, Terraform, Helm, Observability Stacks, Monitoring, Alerting, Technical Direction, DevOps Practices, Workflow Automation, Golang, Python, Independent Working, Multitasking, ProblemSolving, Attention to Detail, Communication, Collaboration, Infrastructure Automation Tools, Certifications",6.021518999659747
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,dense_pca128,16,JOB_0053654,0.6683365106582642,DevOps Engineer,Selby Jennings,"Toronto, Ontario, Canada",Associate,Onsite,"Software Development Life Cycle (SDLC), Python, Automation Solutions, DevOps, AWS Systems, Kubernetes, Cloud Services, Unit Testing, Test Pipeline Monitoring, Test Pipeline Deployment, AWS Solutions Building Experience, Bachelor's Degree in Computer Science",6.021518999659747
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,dense_pca128,17,JOB_0038510,0.6621373891830444,Engineer: DevOps #: 22-02115,HireTalent - Diversity Staffing & Recruiting Firm,"New York, NY",Mid senior,Onsite,"AWS, DevOps, CI/CD, Cloud Computing, Cloud Architecture, Cloud Design, Cloud Deployment, Cloud Security, Cloud Monitoring, Cloud Services, Cloud Infrastructure, Server Virtualization, Infrastructure as Code, Terraform, Ansible, Cloudformation, React, Drupal, Java, Node JS, Python, Golang, Scala, JavaScript, C#, Linux, CLI, SAML, OAuth, OpenID, Kerberos, RedHat Enterprise Linux, Public Cloud, GPFS, CFS, CDN, CMS",6.021518999659747
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,dense_pca128,18,JOB_0234434,0.66147381067276,DevOps Engineer.,GritHR Solutions,"Dumfries, VA",Mid senior,Onsite,"DevOps, Cloud Services, Automation, ITIL, PMP, PSA, Troubleshooting, Scripting, APIs, Unix, PowerShell, Python, Networking, IT Infrastructure, Virtualization, Cloud Technologies, Microsoft Azure, Kaseya, Connectwise, Datto, Duo, Microsoft Cloud Services, MS Azure, MSP",6.021518999659747
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,dense_pca128,19,JOB_0340211,0.6613315343856812,DevOps Pipeline Engineer,Zortech Solutions,"Boston, MA",Mid senior,Onsite,"DevOps, CI/CD pipelines, Automation workflows, Jenkins, Git, Scripting languages, Maven, Azure Cloud, Azure DevOps, Azure Pipelines, Infrastructure as Code, Powershell, ARM Templates, Terraform, Security best practices, Azure VNET, Azure Firewall, Azure PAAS services, Azure Monitor, Azure Kubernetes Service (AKS), Azure data factory, Data lakes, SQL Server, Computer Science, Engineering, CI/CD pipeline management, Bash, Python, Software development, Deployment processes, Version control, Build automation, Release management, Docker, Kubernetes, Ansible",6.021518999659747
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,dense_pca128,20,JOB_0452052,0.6612237691879272,AWS Devops,Insignia Consultancy Solutions,"Indiana, United States",Associate,Onsite,"React, Microservices Architecture, AWS Cloud, Scripting Languages, AWS CloudFormation, CI/CD Pipelines, Jenkins, GitLab CI/CD, AWS CodePipeline, AWS Services, Elastic Beanstalk, ECS, EKS, Lambda, API Gateway, Scalable, Highly Available Microservices, Containerization Technologies, Docker, Kubernetes, Configuration Management, Ansible, Chef, Puppet, Monitoring and Logging Frameworks, CloudWatch, ELK/Splunk, Proactive System Monitoring, Collaboration, Communication, Agile/Scrum, AWS Services, Industry Trends, Cloud Deployment, Microservices, DevOps, AWSbased Cloud Deployment, Strong Knowledge of AWS Services, Scripting Languages, Infrastructureascode Tools, Proficiency in CI/CD Pipelines, Containerization Technologies, Configuration Management, Familiarity With Monitoring and Logging Frameworks, Excellent Collaboration, Communication, ProblemSolving, Troubleshooting Skills, Understanding of Security Best Practices, Agile/Scrum Experience, Continuous Learning Mindset",6.021518999659747
Q08,mobile iOS developer with Swift and UIKit,software,dense_pca128,1,JOB_0055480,0.7461224794387817,iOS Native Mobile Developer - Onsite,"The Dignify Solutions, LLC","Middleton, WI",Mid senior,Onsite,"Swift, ObjectiveC, iOS Frameworks, UIKit, CoreData, CoreLocation, Apple's IDE, User Interface Design, User Experience Design, RESTful APIs, ThirdParty Libraries, Version Control Systems, GIT Workflows, Unit Testing, Debugging Tools",5.226291999861132
Q08,mobile iOS developer with Swift and UIKit,software,dense_pca128,2,JOB_0381617,0.7363736033439636,iOS Developer,Adame Services LLC,"Atlanta, GA",Mid senior,Onsite,"Swift, ObjectiveC, Xcode, XCUITest, XCTest, SwiftUI, Design Patterns, Functional Programming, Reactive Patterns, Combine, Interpersonal Communication, Collaboration, Agile Software Development, Sprint Planning, Daily Standups, Retrospectives",5.226291999861132
Q08,mobile iOS developer with Swift and UIKit,software,dense_pca128,3,JOB_0125762,0.7117623686790466,Lead iOS Developer,Photon,"Alpharetta, GA",Mid senior,Onsite,"Lead iOS Developer, iOS, Swift, SwiftUI, ObjectiveC, Xcode, Cocoa Touch, Core Data, Core Graphics, Core Animation, iOS Frameworks, iOS backend services, Apple's design principles, Application interface guidelines, Mobile development life cycle, Push notifications, APIs, Cloud messaging, Git, Bitbucket, JIRA, Atlassian tools, CI/CD tools, Jenkins, Web services, XML, JSON, SOAP",5.226291999861132
Q08,mobile iOS developer with Swift and UIKit,software,dense_pca128,4,JOB_0181017,0.7098392248153687,iOS Mobile Developer,"RIT Solutions, Inc.","Ann Arbor, MI",Mid senior,Onsite,"iOS Mobile Developer, Swift, SwiftUI, Xcode, AppStore, Agile, OOP, UI Design, Architecture, Unit testing, Functional testing, Debugging, Troubleshooting, Leadership, Presentation, Problem solving, Critical thinking, Communication",5.226291999861132
Q08,mobile iOS developer with Swift and UIKit,software,dense_pca128,5,JOB_0090436,0.7052689790725708,"Software Developer Senior - 13025 (IOS , SwiftUI, Mobile Development)",Five Cubes,"Albany, NY",Mid senior,Onsite,"Software Development, Research, Design, Programming, Testing, Implementation, Apple SwiftUI Framework, Native iOS Development, Apple Swift Programming Language, Business Requirements Analysis, Design Specifications, Mockups, User Acceptance Testing, Function Scripts, Business Use Cases, Resume, Work Authorization Document, Professional References",5.226291999861132
Q08,mobile iOS developer with Swift and UIKit,software,dense_pca128,6,JOB_0095937,0.6961694955825806,Senior/Lead iOS Developer - SWIFT UI,IntagHire,"Houston, TX",Mid senior,Onsite,"Swift, Swift UI, iOS App Development, Objectoriented programming, Design patterns, RESTful APIs, Backend services integration, Mobile app performance optimization, Memory management, Problemsolving, Analytical thinking, Communication, Interpersonal skills, Teamwork, Accountability, Ownership, Bachelor's degree in Computer Science or Software Engineering",5.226291999861132
Q08,mobile iOS developer with Swift and UIKit,software,dense_pca128,7,JOB_0049573,0.6934321522712708,iOS Developer,Quantum World Technologies Inc.,"Kansas City, MO",Mid senior,Onsite,"Swift, POP (Protocol Oriented Programming), SwiftUI, MVVMC/VIPER, Unit Testing, Native UI Testing, SOLID principles",5.226291999861132
Q08,mobile iOS developer with Swift and UIKit,software,dense_pca128,8,JOB_0297482,0.6804688572883606,Sr. IOS developer,Diverse Lynx,"Loveland, CO",Mid senior,Onsite,"iOS, ObjectiveC, Swift, Carthage, CocoaPods, Offline Data Handling, Eureka Library, Web Services, Strong Communication Skills",5.226291999861132
Q08,mobile iOS developer with Swift and UIKit,software,dense_pca128,9,JOB_0257856,0.6634548902511597,Sr. Mobile Engineer,The Gizmo App Company,"Los Angeles, CA",Mid senior,Onsite,"iOS development, Swift, ObjectiveC, UIKit, SwiftUI, iOS HIG, REST, JSON, Source control systems, Unit testing, Integration testing, Linting, Instrumentation, User interface design, Core iOS audio frameworks, Android development",5.226291999861132
Q08,mobile iOS developer with Swift and UIKit,software,dense_pca128,10,JOB_0127791,0.646619975566864,iOS Architect (Onsite Work),W3Global,"Vancouver, British Columbia, Canada",Mid senior,Onsite,"iOS architecture, Cocoa SDK, Swift, Swift UI, Crossfunctional collaboration, Data sources, APIs, Technology evaluation and implementation, iOS app development, Published iOS apps, REST, JSON, Thirdparty libraries, Mobile landscape, Mobile architectures, Mobile trends, Emerging technologies, Mobile development life cycle, Siri extension development, CI/CD process, Agile environment",5.226291999861132
Q08,mobile iOS developer with Swift and UIKit,software,dense_pca128,11,JOB_0278808,0.646105170249939,iOS Developer - Montreal,Guarana Technologies Inc.,"Montreal, Quebec, Canada",Mid senior,Onsite,"iOS, Swift, RxSwift, Git, MVC, Json API, DRY, SOLID, App Store, MVVM, Clean Architecture, Bluetooth, AVFoundation, Core Data, Stripe SDK, Protocols, Generics, Functional programming, Reactive programming, Database design, Code performance optimization, Memory management",5.226291999861132
Q08,mobile iOS developer with Swift and UIKit,software,dense_pca128,12,JOB_0234392,0.6443802714347839,iOS Dev Lead,Dice,"Bellevue, WA",Mid senior,Onsite,"iOS Development, Swift, Xcode, MVC, MVVM, VIPER, CocoaPods, Carthage, Dependency Injection, SwiftUI, POP (Protocol Oriented Programming), MVVMC, SOLID principles, Unit testing, Native UI Testing",5.226291999861132
Q08,mobile iOS developer with Swift and UIKit,software,dense_pca128,13,JOB_0415210,0.6407920718193054,iOS / Android Developer - Only Visa Independent,SightSpectrum,"Chicago, IL",Mid senior,Onsite,"iOS, Swift, SwiftUI, Combine, MVVM, Jest, JUnit, Espresso, Mocha, GitLab/BitBucket/GitHub, Core Data, Core Animation, RESTful APIs, GraphQL, JSON, Firebase, React Native, Flutter, Unix/Linux, Android, Kotlin, React Native, Opensource frameworks, OO concepts, Design Patterns, Requirement gathering and analysis, Commercially published applications, Operating system fundamentals, Processes, Interprocess communication, Multithreading primitives, Race conditions, Deadlocks",5.226291999861132
Q08,mobile iOS developer with Swift and UIKit,software,dense_pca128,14,JOB_0346901,0.6398624181747437,iOS Developer,Insignia Consultancy Solutions,"Indiana, United States",Mid senior,Onsite,"iOS development, ObjectiveC, Swift programming languages, UIKit, Core Graphics, Core Animation, RESTful APIs, JSON data, Git, iOS design patterns, Architectural principles, Performance optimization, Memory management, Team leading, Task management, Project delivery, Problemsolving, Communication, Interpersonal skills, Collaboration, Graduate degree, Relevant field, Industry experience, iOS certifications",5.226291999861132
Q08,mobile iOS developer with Swift and UIKit,software,dense_pca128,15,JOB_0357348,0.6398326754570007,Lead iOS Engineer,Teleport,"Los Angeles, CA",Mid senior,Onsite,"Swift, iOS Development, Animation, Run Loop Management, Performance Optimization, App Store Deployment, Product Feature Iteration, Mobile Game Development (Optional), Web Development (Optional), Backend Development (Optional), Rails Experience (Optional), Ecommerce Experience (Optional), Video Experience (Optional), Figma (Optional)",5.226291999861132
Q08,mobile iOS developer with Swift and UIKit,software,dense_pca128,16,JOB_0037406,0.6384188532829285,IOS Mobile Developer,The IT Gigs,"Middleton, WI",Mid senior,Onsite,"iOS, Swift, ObjectiveC, UIKit, CoreData, CoreLocation, IDE, RESTful APIs, Version control systems, GIT Workflows, Unit testing, Debugging, App performance optimization, Memory leak identification, UI/UX design, Problemsolving, Communication, Agile development, Mobile app security, Device compatibility, Localization, Internationalization, Crossfunctional collaboration, Technical project completion, Quality assurance, Professional behavior",5.226291999861132
Q08,mobile iOS developer with Swift and UIKit,software,dense_pca128,17,JOB_0273405,0.6329741477966309,iOS/Android Developer III,Brooksource,"Charlotte, NC",Mid senior,Onsite,"iOS, Android, Swift, Kotlin, Java, Mobile Development, Agile, Scrum, Kanban, Git, Oracle, SQL Server, Cloud Native APIs, System Development Life Cycle (SDLC), AWS, Azure, GCP, Bitbucket, Jira, SonarQube, CheckMarx",5.226291999861132
Q08,mobile iOS developer with Swift and UIKit,software,dense_pca128,18,JOB_0243767,0.6211568713188171,Sr. IOS Application Designer Developer,Matrix Precise,"Oakland, CA",Mid senior,Onsite,"iOS development, Healthcare collaboration, User interface prototyping, Design assets creation, Test driven development, Documentation, Mentoring, Swift, Swift Standard Library, iOS SDK, UIKit, Strong, Foundation, Dispatch, Combine, Core Bluetooth, Vendor SDKs integration, Realtime a/v solutions, MVVM, Multithreading, Concurrency, GitHub/Gitlab, CI/CD pipeline, RESTful APIs, Automated testing tools, Algorithms, Communication skills, Analytical skills, Results orientation, Customer focus, Application architecture, Technology infrastructure, Continuous Integration and Deployment, Git",5.226291999861132
Q08,mobile iOS developer with Swift and UIKit,software,dense_pca128,19,JOB_0482624,0.613525927066803,"Senior Mobile Engineer, iOS - San Francisco",Rad Hires,"Stockton, CA",Mid senior,Onsite,"iOS Development, Swift Programming, Software Engineering Fundamentals, Computer Science Fundamentals, Product Design, Design Patterns, Communication Skills, Business Requirements, Technical Requirements, Databases, Caching, UI Performance Tuning, LeanBased Development Environment, Startup Environment, Fintech Experience",5.226291999861132
Q08,mobile iOS developer with Swift and UIKit,software,dense_pca128,20,JOB_0330081,0.5983299612998962,Lead iOS Developer,EPAM Systems,"Sydney, New South Wales, Australia",Associate,Onsite,"iOS App Development, Mobile App Development, Swift, RxSwift, UIKit, SwiftUI, Agile Development Methodologies, UI/UX Design, Secure Coding Practices, Commercial Experience in Developing Secure Software Products, Tertiary Qualification in Computing Field (IT Computer Engineering Computer Science Informatics), 10+ Years Experience in Full Lifecycle Commercial Software Development, 5+ Years Experience Building Complex iOS Mobile Applications, Experience Building Applications for iOS 15+, Familiarity with Medical Device Industry or Related Regulated Sectors",5.226291999861132
Q09,registered nurse with oncology experience,medicine,dense_pca128,1,JOB_0084366,0.7876790165901184,"Registered Nurse (RN), Oncology",Memorial Health,"Springfield, IL",Mid senior,Onsite,"Oncology, Nursing, Patient care, Chemotherapy, IVs, Medication administration, Transfusions, Tracheostomies, Percutaneous endoscopic gastrostomy, Drains, Colostomies, Pain management",5.116821000228811
Q09,registered nurse with oncology experience,medicine,dense_pca128,2,JOB_0005882,0.753819465637207,REGISTERED NURSE - ONCOLOGY UNIT (RN - ONCOLOGY),Versa Recruiting LLC,"San Antonio, TX",Mid senior,Onsite,"Nursing, Critical thinking, Leadership, Teamwork, Adaptability, Communication, Professionalism, Patient care, Oncology, RN License, BLS Certification, Accredited diploma, Associates degree, Baccalaureate degree, Bachelor of Science in Nursing (BSN)",5.116821000228811
Q09,registered nurse with oncology experience,medicine,dense_pca128,3,JOB_0040730,0.7440682649612427,RN / REGISTERED NURSE / ONCOLOGY RN / ONCOLOGY NURSE,Aureus Medical Group,"Springfield, MO",Mid senior,Onsite,"RN, Oncology, BLS, CPR, ACLS, Chemo certification, Oncology experience, Floating experience in Med/Surg inpatient units, Missouri State License",5.116821000228811
Q09,registered nurse with oncology experience,medicine,dense_pca128,4,JOB_0345349,0.7429357767105103,RN - Oncology/Chemo,Amtex Systems Inc.,"State College, PA",Mid senior,Onsite,"Oncology nurse, Chemotherapy, Outpatient setting",5.116821000228811
Q09,registered nurse with oncology experience,medicine,dense_pca128,5,JOB_0368100,0.7421932220458984,Registered Nurse - Ambulatory Oncology RN,Alice Hyde Medical Center,"Malone, NY",Mid senior,Onsite,"Nursing, Chemotherapy, Radiotherapy, Oncology, Medical procedures, Patient care, Nursing process, Data collection, Assessment, Planning, Implementation, Evaluation, Leadership, Independence, Professional growth, Personal satisfaction, Excellence in patient care, Missiondriven, Visiondriven, REACH values, Prepared for work, Productivity, Professionalism",5.116821000228811
Q09,registered nurse with oncology experience,medicine,dense_pca128,6,JOB_0164386,0.7394676804542542,Registered Nurse Med Onc Full Time Nights,Tenet Healthcare,"El Paso, TX",Associate,Onsite,"Medical Oncology Nursing, Patient Care Coordination, Planning Care, Patient and Family Teaching, Leadership, Collaboration, EvidenceBased Practices, Regulatory Standards, SelfMotivation, Professional Development, Organizational Skills, Time Management, CPR, Vaccination Compliance, Disability Accommodations",5.116821000228811
Q09,registered nurse with oncology experience,medicine,dense_pca128,7,JOB_0335115,0.7391820549964905,RN / REGISTERED NURSE / ONCOLOGY RN / ONCOLOGY NURSE,Aureus Medical Group,"Washington, DC",Mid senior,Onsite,"Oncology, Nursing, CPR/BLS, Oncology Certified Nurse (OCN), ONSChemo & Biotherapy Provider, State LicenseRNDistrict of Columbia",5.116821000228811
Q09,registered nurse with oncology experience,medicine,dense_pca128,8,JOB_0093833,0.7389094829559326,RN - Oncology,VIR Consultant LLC,"Seattle, WA",Mid senior,Onsite,"Oncology Nursing, Washington State RN License, BLS Certification, NRP Certification, National Certification in Specialty, 1year Nursing Experience",5.116821000228811
Q09,registered nurse with oncology experience,medicine,dense_pca128,9,JOB_0444626,0.7293165922164917,RN - Oncology,VIR Consultant LLC,"Burbank, CA",Mid senior,Onsite,"Nursing, Registered Nurse License, BLS Certification, Nursing experience, National Certification",5.116821000228811
Q09,registered nurse with oncology experience,medicine,dense_pca128,10,JOB_0214480,0.7292135953903198,REGISTERED NURSE-ONCOLOGY,LifeBridge Health,"Westminster, MD",Mid senior,Onsite,"Oncology, Nursing, CPR, OCN, RN, Oncology Certified Nurse, Chemo, Biotherapy, Clinical Experience, Oncology Nursing Training",5.116821000228811
Q09,registered nurse with oncology experience,medicine,dense_pca128,11,JOB_0153336,0.7270662784576416,RN Oncology,Maxim Healthcare Staffing,"Appleton, WI",Mid senior,Onsite,"Oncology nursing, Chemotherapy administration, Patient assessment, Vital signs monitoring, Pain management, Patient education, Cancer diagnosis, Prognosis, Treatment options, Followup care, Toxicity, Side effects, HIPAA requirements, Communication skills, English proficiency, Computer proficiency, CPR, TB questionnaire, PPD, Chest xray, Health certificate, RN license",5.116821000228811
Q09,registered nurse with oncology experience,medicine,dense_pca128,12,JOB_0024591,0.7246747016906738,"PRH - Oncology - Registered Nurse (RN) - Full Time, Days 7:00am -7:00pm - 050.6042.4020.020",Lifepoint Health®,"Paris, TX",Mid senior,Onsite,"Patient Care, Medical Oncology, Communication, Nursing, General Nursing Duties, Supervision",5.116821000228811
Q09,registered nurse with oncology experience,medicine,dense_pca128,13,JOB_0259560,0.7237235307693481,"PRH - Oncology - Registered Nurse (RN) - Full Time, Nights 7:00pm-7:00am - 050.6042.4020.013",Paris Regional Health,"Paris, TX",Mid senior,Onsite,"Patient care, Communication, Nursing, Medical oncology, General nursing duties, Nightshift work",5.116821000228811
Q09,registered nurse with oncology experience,medicine,dense_pca128,14,JOB_0485108,0.7202039361000061,"PRH - Oncology - Registered Nurse (RN) - Full Time, Nights 7:00pm-7:00am - 050.6042.4020.013",Lifepoint Health®,"Paris, TX",Mid senior,Onsite,"Nursing, Communication, Patient care, Clinical condition, Diagnostic studies, Symptomatology, Treatment, General nursing duties",5.116821000228811
Q09,registered nurse with oncology experience,medicine,dense_pca128,15,JOB_0241091,0.7147783041000366,"RN Oncology Needed, Start Bonus!! at Maxim Healthcare Staffing",Health eCareers,"Charlottesville, VA",Mid senior,Onsite,"Oncology Nursing, Chemotherapy Administration, Patient Assessment, Vital Signs Monitoring, Patient Education, Treatment Planning, Patient Care Planning, Progress Evaluation, Record Keeping, CPR, HIPAA Compliance, Communication Skills, English Proficiency, Computer Proficiency, RN License, Oncology Nursing Experience, Maxim's Competency Program Completion, Tuberculosis Questionnaire, PPD or Chest XRay, Health Certificate, New Hire Training Completion, 18+ Years of Age",5.116821000228811
Q09,registered nurse with oncology experience,medicine,dense_pca128,16,JOB_0477516,0.7138368487358093,RN Oncology at Maxim Healthcare Staffing,Health eCareers,"Everett, WA",Mid senior,Onsite,"Oncology, Nursing, Chemotherapy, Patient care, Communication, CPR, Computer skills, English language proficiency, HIPAA compliance, RN license, Healthcare staffing",5.116821000228811
Q09,registered nurse with oncology experience,medicine,dense_pca128,17,JOB_0278948,0.7135325074195862,Chemotherapy Registered Nurse (Per Diem),Temple Health – Temple University Health System,"Philadelphia, PA",Associate,Onsite,"Nursing, Healthcare, Patient Care, Medical Techniques, Nursing Process, Nursing Support, Nursing Policies and Procedures, RNLIC, BLS",5.116821000228811
Q09,registered nurse with oncology experience,medicine,dense_pca128,18,JOB_0298418,0.7117810845375061,Registered Nurse Oncology - Kernersville,Novant Health,"Kernersville, NC",Mid senior,Onsite,"Oncology Nursing, Patient Care, Verbal Communication, Written Communication, Clinical Assessment, Knowledge of Medications, Hematology, Oncology, Continuing Education, Advanced Certifications, Teamwork, Diversity and Inclusion, Quality Care, Patient Safety",5.116821000228811
Q09,registered nurse with oncology experience,medicine,dense_pca128,19,JOB_0230648,0.7114710807800293,"Registered Nurse (RN), Oncology",Memorial Health,"Springfield, IL",Mid senior,Onsite,"Nursing skills, IV insertion, IM injections, Patient care duties, BLS/CPR certification, Oncology, Chemotherapy, Side effects management, Transfusions, Tracheostomies, Percutaneous endoscopic gastrostomies (PEGs), Drains, Colostomies, Pain management, Radiation therapy, Surgical procedures",5.116821000228811
