query_id,query,category,system,latency_ms,rank,doc_id,score,job_title,company,job_location,job_level,job_type,job_skills
Q06,frontend developer with React TypeScript and modern web applications,software,bm25,514.0404720000333,3,JOB_0260964,50.12955275601155,Full-Stack Developer,"Commonwealth Sciences, Inc.",Greater Boston,Associate,Onsite,"FullStack Development, Web Development, Plasmid Sequencing, Data Management, Data Analysis, Crossfunctional Collaboration, Requirements Gathering, Product Vision and Roadmap, User Interface Design, Responsive UIs, Genomic Datasets, Frontend Frameworks, Backend Services, APIs, Databases, Data Processing, Data Storage, Data Retrieval, Performance Optimization, Security, Data Integrity, ThirdParty Tools, Library Integration, Bioinformatician Collaboration, Algorithm Implementation, Data Processing Pipelines, Genomic Data Analysis, Testing Strategies, Code Reviews, Software Quality Assurance, Bachelor's Degree, Computer Science, Software Engineering, JavaScript, TypeScript, Python, React, Next.js, Serverside Frameworks, RESTful APIs"
Q06,frontend developer with React TypeScript and modern web applications,software,bm25,514.0404720000333,4,JOB_0393382,49.37317312308636,Staff Frontend Engineer - UX Platform,DoubleVerify,"New York, United States",Mid senior,Onsite,"Frontend architecture, Developer Experience, Micro Frontend Architecture, Technical design documentation, HTML, CSS, JavaScript, React, Web component repositories, CI/CD pipelines, Material Design, SCSS, API design and documentation, Microfrontend architecture, Agile environment, Data analysis, Frontend web development, HTML, CSS, JavaScript, TypeScript, React, Redux, React Hooks, SingleSpa, Module Federation, Node.js, Express, Next.js, Serverside Rendering, D3, Highcharts, MaterialUI, Emotion, Styled Components, Webpack, Rollup, GraphQL, REST APIs, Responsive Design, Mobilefirst Development, Web performance optimization, Web accessibility, Jest, Selenium, Cypress, Strapi, OAuth2.0, OpenId, Identity Access Management systems, C#, Java, Python, SQL, NoSQL, Git, Agile development environments, Communication skills, Collaboration skills, UX design, Fullstack development"
Q06,frontend developer with React TypeScript and modern web applications,software,bm25,514.0404720000333,5,JOB_0372579,48.208168686584,Java Frontend Developer with React,Canus Tech,"Toronto, Ontario, Canada",Mid senior,Onsite,"React, Javascript, Asynchronous programming, Module system, Bundling, Closures, Types, ES6, HTML, CSS, JavaScript(ES6+), TypeScript, REST principles, Building and using RESTful APIs, Core design principles, Design patterns, Webpack/Rollup/BaBel, Playwright, Cypress, Agile practices, Cloud technologies (AWS/GCP), Computer Science, IT"
Q06,frontend developer with React TypeScript and modern web applications,software,bm25,514.0404720000333,6,JOB_0068721,47.37417729417362,Senior Frontend Developer,BLAZESOFT,"Toronto, Ontario, Canada",Mid senior,Onsite,"InOffice Position, Vaughan Ontario, React.js, React workflows (Redux/Redux Observables), HTML/CSS, JavaScript/TypeScript ecosystem, React SSR, RESTful APIs, Git, Webpack configuration files, Attention to detail, Highquality work, SEO of SPA, Strong communication skills, Crossfunctional teams, CI/CD, Cloud environment (Azure), Testing frameworks (Jest Cypress), Project leadership"
Q06,frontend developer with React TypeScript and modern web applications,software,bm25,514.0404720000333,7,JOB_0342016,47.05318717146969,Senior UI Developer,Pierce,"New York, United States",Mid senior,Onsite,"Javascript, Typescript, React, Redux, Node, AWS, REST API, HTML, CSS, SQL, ES6, Node.js, Express, Unit testing, Collaborative code base, Request for Comments (RFCs), Reusable components, NPM, Yarn, Babel, Webpack, Grunt, Agile methodology, Modern Frontend Framework, Serverside applications, REST API endpoints, Unit tests"
Q06,frontend developer with React TypeScript and modern web applications,software,bm25,514.0404720000333,8,JOB_0022790,46.48372474181586,Software Engineer,Progression3,"Victoria, British Columbia, Canada",Mid senior,Onsite,"Full Stack Development, Node.js, RESTful API Development, CSS, HTML, React, JavaScript, TypeScript, Agile, Scrum, DevOps, Git, GitHub, CI/CD, OpenShift, Jtest, Analytical Skills, Interpretative Skills, ProblemSolving Skills, Relational Databases, NonRelational Databases, API Development, Integration, Continuous Development Environments, Frontend Development, Backend Development, Version Control, Subversion, Open Source Development, Kubernetes, User Interface Design, MERN Stack, PERM Stack, Docker, Redis, Jenkins, Serverless, User Experience Design, Design Systems, MongoDB, Package Management, YARN, AWS, Test Driven Development"
Q06,frontend developer with React TypeScript and modern web applications,software,bm25,514.0404720000333,9,JOB_0303064,46.48064807694795,Frontend Developer,Photon,"Alpharetta, GA",Mid senior,Onsite,"React, Remix, Gatsby, Next.js, SDLC, Objectoriented programming (OOP), Functional programming (FP), Jest, React Testing Library, Cypress, Selenium, JavaScript, TypeScript, BDD, Cucumber, Performance profiling, Jenkins, Kubernetes, Docker, GKP, AWS, Single Page Application (SPA), Bootstrap, Foundation, Less, Sass, RESTful, GraphQL, Page optimization, ServerSide Rendering (SSR), ServerSide Generation (SSG), HTML5, CSS, Agile, Test Driven Development (TDD), Business Driven Development (BDD), Continuous Integration, Continuous Delivery"
Q06,frontend developer with React TypeScript and modern web applications,software,bm25,514.0404720000333,10,JOB_0404851,45.881679050186946,Experienced Frontend Engineer,Stytch,"New York, NY",Mid senior,Onsite,"JavaScript, HTML, CSS, Next.js, React, Typescript, Node, Go, Swift, Kotlin, AWS, Kubernetes, gRPC, protobufs, Backend services, Web services, iOS SDK, Android SDK, Developer tools, Browser ecosystem, Server side rendering, Caching, Minification, Bundling, Responsive design, Single page applications, Roadmaps, Design docs"
Q06,frontend developer with React TypeScript and modern web applications,software,bm25,514.0404720000333,11,JOB_0402932,45.8555451437453,Frontend Developer - 24885,Surge Technology Solutions Inc,"Denver, CO",Mid senior,Onsite,"TypeScript, React, REST APIs, Web Application Performance Optimization, UserCentered Design, Web UX, CI/CD, Agile Development, Unit Testing, Integration Testing, Design System, Web Components, FrontEnd Development, Software Engineering, Software Quality Assurance, Software Documentation, Software Prototyping, Technical Writing, Communication, Collaboration, Problem Solving, Analytical Thinking, Critical Thinking, Attention to Detail, Bachelor's Degree in Computer Science or Software Engineering"
Q06,frontend developer with React TypeScript and modern web applications,software,bm25,514.0404720000333,12,JOB_0030540,45.06027909772875,Senior Full Stack Developer,Neat Capital,"Boulder, CO",Mid senior,Onsite,"Typescript, NestJS, React, Postgres, MongoDB, Jest, JavaScript, WorkLife Balance, Flexible schedule, Backend, Frontend, Coding, Software Development, Web Development, SQL, NoSQL"
Q06,frontend developer with React TypeScript and modern web applications,software,bm25,514.0404720000333,13,JOB_0428277,44.30734571245618,"Senior Software Engineer, Fullstack / Frontend",Anon,"San Francisco, CA",Mid senior,Onsite,"TypeScript, React, Tailwind, Node.js, REST, GraphQL, UI/UX design principles, API development, Semantic versioning, Cypress, Playwright, Fullstack development, Frontend development, Backend frameworks, Developer experience, Developer portals, Developer documentation, Technical architecture, Troubleshooting, Team player, Communication skills, Agile, Fastpaced environment, Health insurance, Dental insurance, Vision insurance, Gym membership, Work station setup, Company events"
Q06,frontend developer with React TypeScript and modern web applications,software,bm25,514.0404720000333,14,JOB_0012022,44.10116348223802,Frontend Developer,Bear Claw,"Northbrook, IL",Mid senior,Onsite,"React, JavaScript, Typescript, Node.js, PHP, MySQL, AWS, AWS Lambda, HTML, CSS, Git, API, Apache, Docker, Test Driven Development, Unit Testing, Integration Testing, Software Development Lifecycle, Scalability, Repeatability, Support, Full Stack Development, Best Practices, Technical Standards, Project Scope Estimation, SelfStarter, BusinesstoBusiness SoftwareasaService, Agile Methodology, Continuous Integration, Continuous Delivery, Software Quality Assurance, Software Maintenance, Software Upgrading, Software Modernization, Software Innovation, Software Performance, Customer Care, Management"
Q06,frontend developer with React TypeScript and modern web applications,software,bm25,514.0404720000333,15,JOB_0047742,43.568896827638,Senior Java Developer,Paxus,"Parramatta, New South Wales, Australia",Mid senior,Onsite,"Java, React, React Native, ExpressJS, NodeJS, TypeScript, Angular JS, Angular, REST, GraphQL, Unix, Linux, Solaris, Windows 7, Windows 10, AWS, Azure, EC2, S3, Lambda, Jenkins, Sonarqube, JFrog, CI/CD pipeline, Communication skills, Frontend development, Hybrid mobile apps, Cloud services, Deployment automation"
Q06,frontend developer with React TypeScript and modern web applications,software,bm25,514.0404720000333,16,JOB_0024824,43.52667861184827,Senior Frontend Engineer - Web Platform,Verkada,"San Mateo, CA",Mid senior,Onsite,"React, Angular.js, TypeScript, Webpack, HTML, CSS, JavaScript, Frontend architecture, Performance optimization, User experience design, Software development, Web application development, Singlepage application development, Cloudbased software platforms, Physical security platforms, Video security cameras, Access control, Environmental sensors, Alarms, Workplace, Intercoms"
Q06,frontend developer with React TypeScript and modern web applications,software,bm25,514.0404720000333,17,JOB_0022920,43.507303874321,Full Stack Engineer LYLTY 1 #: 23-04018,HireTalent - Diversity Staffing & Recruiting Firm,"New York, NY",Mid senior,Onsite,"Omnichannel, Elixir, Perl, Typescript, React, JavaScript frameworks, Frontend development, React, CSS, Backend development, NodeJS, GraphQL, APIs, Engineering principles, Design patterns, Agile, Selfawareness, PHP, Laravel, Phalcon, Symfony, TypeScript, Frontend Web Framework, VueJS, Angular, Svelte, ServerSide rendering, Next.js, Hugo, Ecommerce engineering, Phoenix"
Q06,frontend developer with React TypeScript and modern web applications,software,bm25,514.0404720000333,18,JOB_0492024,43.425153518307965,Senior Front End Developer,Exiger,"Jersey City, NJ",Mid senior,Onsite,"Frontend development, User experience, AngularJS, ES6, JavaScript transpilers, TypeScript, Node.js, Responsive mobile web development, Module bundling/loading technologies, React, Java web development, Maven, Agile methodologies, Build technologies, Less CSS preprocessor, Software development, JavaScript, CSS, HTML, Software testing, Peer code reviews, Mentoring"
Q06,frontend developer with React TypeScript and modern web applications,software,bm25,514.0404720000333,19,JOB_0140587,43.312826774327085,Senior Full-Stack Developer,Wrangle,"Durham, NC",Mid senior,Onsite,"Slack, TypeScript, React, Apollo, Node.JS, Bolt, Postgres, Heroku, ExpressJS, SQL, Fullstack Development, Frontend Development, Backend Development, Web Application, Web Technology, User Interface, Web Architecture, System Design, Product Development, Agile Development, Jira, Git, Version Control, CustomerCentric, UserFocused, DataDriven, ProblemSolving, Communication, Teamwork, Collaboration, Ownership, Initiative, Flexibility, Adaptability, Remote Work"
Q06,frontend developer with React TypeScript and modern web applications,software,bm25,514.0404720000333,20,JOB_0015184,43.1165337425457,DotNet Developer Sr.,"Medline Industries, LP","Libertyville, IL",Mid senior,Onsite,"React, Angular, TypeScript, C#, Azure, Cloud Computing, Web Services, ObjectOriented Design, Docker, Kubernetes, Azure Functions, Azure DevOps, KeyVault, Redis, Service Bus, Azure SQL, Message Queue, .NET Core, GIT, DevOps, Karma, Jasmine, NUnit, CSS3, Flexbox, Angular Materials, Responsive Design, HTML5, Bootstrap, Postman, Swagger, Jenkins Pipeline, Stoplight, API Gateway, EndtoEnd Processes, SQL, Business Domains, MS Office Suite, Sales Compensation, Scrum, Agile, Bitbucket, Jira, Zephyr, Splunk, SonarQube, ERP, Offshore Teams"
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,bm25,500.41600199983804,1,JOB_0052545,60.28323912930912,Lead AWS DevOps Engineer,SR2 | Socially Responsible Recruitment | Certified B Corporation™,"Boughton Malherbe, England, United Kingdom",Mid senior,Onsite,"AWS, Kubernetes, Docker, Python, Bash, CI/CD, Terraform, Leadership, Communication, Agile, DevOps, Scripting, Deployment, Automation"
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,bm25,500.41600199983804,2,JOB_0321815,59.083445453951086,DevOps Engineer (Kubernetes)- Bilingual Korean/ English,"Woongjin, INC.","Ridgefield Park, NJ",Mid senior,Onsite,"Kubernetes, OpenShift, RedHat OpenShift, Terraform, Infrastructure as Code, IaC, CI/CD, Continuous Integration, Continuous Deployment, Monitoring, Logging, Security, Compliance, Java, Microservices, Spring Boot, Maven, Gradle, Docker, Container Orchestration, Cloud Platforms, AWS, Scripting, Automation, Bash, Python, Ansible, Jenkins, GitLab CI, Containerization, Prometheus, Grafana, Datadog, ELK stack, ProblemSolving, Troubleshooting, Communication, Collaboration, Bilingual, DevOps Engineer, Red Hat Certified Engineer, Certified Kubernetes Administrator"
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,bm25,500.41600199983804,3,JOB_0229852,58.877235189201286,Senior Cloud Security and Operations Engineer,Allnessjobs,"Basking Ridge, NJ",Mid senior,Onsite,"Cloud Security, DevOps, AWS, Terraform, Kubernetes, CI/CD, Docker, SonarQube, Veracode, DNS, SSL, Firewalls, VPC, NATGW, NACL, Ansible, Chef, NewRelic, PagerDuty, Splunk, CloudWatch, Communication, Documentation, Selfguided learning, AWS Solution Architect Associate, AWS DevOps Associate"
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,bm25,500.41600199983804,4,JOB_0370769,58.82682841483353,Senior Kubernetes Engineer,Applause IT Recruitment,"England, United Kingdom",Mid senior,Onsite,"Kubernetes, Docker, Terraform, Git, Infrastructure as Code, AWS, Azure, GCP, Jenkins, Harness, GitLab, Linux, CI/CD, DevOps"
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,bm25,500.41600199983804,5,JOB_0079721,58.7585204073191,Senior DevOps Engineer,Recruiting from Scratch,"Fairfield, CT",Mid senior,Onsite,"DevOps, Infrastructure as Code (IaC), Continuous Integration/Continuous Deployment (CI/CD), Containerization, Orchestration, Monitoring, Alerting, Security, Automation, Collaboration, Performance Optimization, Incident Response, Documentation, Scripting, Coding, Cloud Computing, CI/CD Tools, Version Control, Terraform, CloudFormation, Docker, Kubernetes, Python, Bash, Ansible, Chef, Puppet, AWS, Azure, Google Cloud, Jenkins, Travis CI, CircleCI, GitLab CI/CD, Prometheus, ELK Stack, Splunk, Git"
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,bm25,500.41600199983804,6,JOB_0150444,58.751279853227075,Senior DevOps Engineer,Recruiting from Scratch,"Pleasanton, CA",Mid senior,Onsite,"DevOps, Terraform, CloudFormation, IaC, CI/CD, Testing, Docker, Kubernetes, Monitoring, Alerting, Security, Automation, Git, Python, Bash, AWS, Azure, Google Cloud, Jenkins, Travis CI, CircleCI, GitLab CI/CD, Prometheus, ELK Stack, Splunk, Version Control System"
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,bm25,500.41600199983804,7,JOB_0041958,58.746177266861224,Senior DevOps Engineer,Recruiting from Scratch,"Hartford, CT",Mid senior,Onsite,"DevOps, Infrastructure as Code (IaC), Continuous Integration/Continuous Deployment (CI/CD), Containerization, Orchestration, Monitoring, Alerting, Security, Automation, Collaboration, Performance Optimization, Incident Response, Documentation, Scripting, Coding, Cloud Computing, Provisioning, Resource Management, CI/CD Tools, Version Control, Git, Terraform, CloudFormation, Docker, Kubernetes, Prometheus, ELK Stack, Splunk, Ansible, Chef, Puppet, AWS, Azure, Google Cloud, Jenkins, Travis CI, CircleCI, GitLab CI/CD"
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,bm25,500.41600199983804,8,JOB_0407767,58.73255322575757,Senior DevOps Engineer,Recruiting from Scratch,"Union City, CA",Mid senior,Onsite,"Senior DevOps Engineer, Infrastructure as Code (IaC), Continuous Integration/Continuous Deployment (CI/CD), Containerization, Orchestration, Monitoring, Alerting, Security, Automation, Collaboration, Performance Optimization, Incident Response, Documentation, Bachelor's or Master's Degree, 5 years of DevOps infrastructure automation and cloud services experience, Proficiency in scripting (Python Bash), Experience with infrastructure automation tools (Ansible Chef Puppet), Cloud Computing (AWS Azure Google Cloud), CI/CD Tools (Jenkins Travis CI CircleCI GitLab CI/CD), Proficiency in Docker and Kubernetes, Experience with monitoring and logging tools (Prometheus ELK Stack Splunk), Security best practices, Proficiency with version control systems (Git)"
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,bm25,500.41600199983804,9,JOB_0049823,58.709673819154744,DevOps/Reliability Engineer,"Centizen, Inc.","Los Angeles, CA",Mid senior,Onsite,"DevOps Engineer, Reliability Engineer, Cloud Infrastructure Management, Career Growth, Remote Working, Multitasking, Dynamic Settings, ML/AI Pipelines, CUDA/GPU Workloads, EKS/Kubernetes, CI/CD Pipelines, GitHub Actions, AWS, Kubernetes, EKS, ML/AI Applications, Docker, Terraform, Helm, Observability Stacks, Monitoring, Alerting, Technical Direction, DevOps Practices, Workflow Automation, Golang, Python, Independent Working, Multitasking, ProblemSolving, Attention to Detail, Communication, Collaboration, Infrastructure Automation Tools, Certifications"
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,bm25,500.41600199983804,10,JOB_0259762,58.66151856327142,Senior DevOps Engineer,Recruiting from Scratch,"Hoboken, NY",Mid senior,Onsite,"DevOps, IaC, Terraform, CloudFormation, CI/CD, Docker, Kubernetes, Monitoring, Alerting, Security, Automation, Collaboration, Performance Optimization, Incident Response, Documentation, Cloud Computing, AWS, Azure, Google Cloud, Jenkins, Travis CI, CircleCI, GitLab CI/CD, Prometheus, ELK Stack, Splunk, Git, Python, Bash, Ansible, Chef, Puppet"
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,bm25,500.41600199983804,11,JOB_0214579,58.65994922590429,Senior DevOps Engineer,Recruiting from Scratch,"Kentwood, MI",Mid senior,Onsite,"DevOps, Infrastructure as Code (IaC), Continuous Integration/Continuous Deployment (CI/CD), Containerization, Orchestration, Monitoring, Alerting, Security, Automation, Collaboration, Performance Optimization, Incident Response, Documentation, Scripting (Python Bash), Infrastructure Automation Tools (Ansible Chef Puppet), Cloud Computing (AWS Azure Google Cloud), CI/CD Tools (Jenkins Travis CI CircleCI GitLab CI/CD), Docker, Kubernetes, Monitoring and Logging Tools (Prometheus ELK Stack Splunk), Security Best Practices, Version Control Systems (Git)"
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,bm25,500.41600199983804,12,JOB_0011210,58.6487215502205,Senior DevOps Engineer,Recruiting from Scratch,"El Cerrito, CA",Mid senior,Onsite,"DevOps, Infrastructure as Code (IaC), Terraform, CloudFormation, Continuous Integration/Continuous Deployment (CI/CD), Docker, Kubernetes, Monitoring, Alerting, Prometheus, ELK Stack, Splunk, Security, Automation, Ansible, Chef, Puppet, AWS, Azure, Google Cloud, Jenkins, Travis CI, CircleCI, GitLab CI/CD, Python, Bash, Git, Version Control"
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,bm25,500.41600199983804,13,JOB_0479878,58.6487215502205,Senior DevOps Engineer,Recruiting from Scratch,"Wichita, KS",Mid senior,Onsite,"DevOps, Infrastructure as Code (IaC), Continuous Integration/Continuous Deployment (CI/CD), Containerization, Docker, Kubernetes, Monitoring, Alerting, Security, Automation, Python, Bash, Ansible, Chef, Puppet, AWS, Azure, Google Cloud, Jenkins, Travis CI, CircleCI, GitLab CI/CD, Prometheus, ELK Stack, Splunk, Git, Computer science, Engineering"
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,bm25,500.41600199983804,14,JOB_0151238,58.635931027743496,Senior DevOps Engineer,Recruiting from Scratch,"Germantown, WI",Mid senior,Onsite,"DevOps, Terraform, CloudFormation, Infrastructure as Code (IaC), Continuous Integration (CI), Continuous Deployment (CD), Docker, Kubernetes, Containerization, Orchestration, Monitoring, Alerting, Logging, Security, Automation, Scripting, Python, Bash, AWS, Azure, Google Cloud, Jenkins, Travis CI, CircleCI, GitLab CI/CD, Prometheus, ELK Stack, Splunk, Git, Version Control"
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,bm25,500.41600199983804,15,JOB_0402765,58.635931027743496,Senior DevOps Engineer,Recruiting from Scratch,"Carrollton, TX",Mid senior,Onsite,"DevOps, IaC (Infrastructure as Code), Terraform, CloudFormation, CI/CD (Continuous Integration/Continuous Deployment), Docker, Kubernetes, Monitoring, Alerting, Security, Automation, Python, Bash, Ansible, Chef, Puppet, AWS (Amazon Web Services), Azure, Google Cloud, Jenkins, Travis CI, CircleCI, GitLab CI/CD, Prometheus, ELK Stack, Splunk, Git"
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,bm25,500.41600199983804,16,JOB_0147707,58.54657864872129,Senior DevOps Engineer,Recruiting from Scratch,"New Haven, CT",Mid senior,Onsite,"DevOps, Infrastructure as Code (IaC), Terraform, CloudFormation, Continuous Integration/Continuous Deployment (CI/CD), Docker, Kubernetes, Monitoring and Alerting, Security, Automation, Collaboration, Performance Optimization, Incident Response, Documentation, Computer Science, Engineering, Python, Bash, Ansible, Chef, Puppet, AWS, Azure, Google Cloud, Jenkins, Travis CI, CircleCI, GitLab CI/CD, Prometheus, ELK Stack, Splunk, Git"
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,bm25,500.41600199983804,17,JOB_0012846,58.53383985120893,Senior DevOps Engineer,Recruiting from Scratch,"West Lafayette, IN",Mid senior,Onsite,"DevOps, Infrastructure as Code (IaC), Continuous Integration/Continuous Deployment (CI/CD), Containerization, Orchestration, Monitoring, Alerting, Security, Automation, Collaboration, Performance Optimization, Incident Response, Documentation, Cloud Computing, Provisioning, Terraform, CloudFormation, Docker, Kubernetes, Jenkins, Travis CI, CircleCI, GitLab CI/CD, Prometheus, ELK Stack, Splunk, Git, Python, Bash, Ansible, Chef, Puppet, AWS, Azure, Google Cloud"
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,bm25,500.41600199983804,18,JOB_0326973,58.53383985120893,Senior DevOps Engineer,Recruiting from Scratch,"Lakeview, IL",Mid senior,Onsite,"DevOps, Infrastructure as Code (IaC), Terraform, CloudFormation, Continuous Integration/Continuous Deployment (CI/CD), Docker, Kubernetes, Monitoring, Alerting, Security, Automation, Collaboration, Performance Optimization, Incident Response, Documentation, Scripting, Python, Bash, Ansible, Chef, Puppet, Cloud Computing, AWS, Azure, Google Cloud, Jenkins, Travis CI, CircleCI, GitLab CI/CD, Prometheus, ELK Stack, Splunk, Git, Version Control"
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,bm25,500.41600199983804,19,JOB_0446545,58.482949031128385,Senior DevOps Engineer,Recruiting from Scratch,"Overland Park, KS",Mid senior,Onsite,"DevOps, Infrastructure as Code (IaC), Continuous Integration/Continuous Deployment (CI/CD), Containerization, Orchestration, Monitoring, Alerting, Security, Automation, Collaboration, Performance Optimization, Incident Response, Documentation, Python, Bash, Ansible, Chef, Puppet, AWS, Azure, Google Cloud, Jenkins, Travis CI, CircleCI, GitLab CI/CD, Docker, Kubernetes, Prometheus, ELK Stack, Splunk, Git, Bachelor's degree, Master's degree, Computer science, Engineering"
Q07,DevOps engineer with AWS Docker Kubernetes and CI/CD,software,bm25,500.41600199983804,20,JOB_0253851,58.479004932928376,Staff DevOps Engineer,LVT — LiveView Technologies,"American Fork, UT",Mid senior,Onsite,"DevOps, CI/CD, IaC, Terraform, Ansible, Automation, Cloud Computing, AWS, Azure, GCP, Cloud Infrastructure, Monitoring, Troubleshooting, System Performance, Security, Scripting, Programming, Python, Bash, Jenkins, GitLab CI, CircleCI, Version Control, Git, SVN, Containerization, Orchestration, Docker, Kubernetes, Prometheus, ELK stack, Grafana, ProblemSolving, Collaboration, Communication"
Q08,mobile iOS developer with Swift and UIKit,software,bm25,478.5541739997825,1,JOB_0055480,58.38018016724071,iOS Native Mobile Developer - Onsite,"The Dignify Solutions, LLC","Middleton, WI",Mid senior,Onsite,"Swift, ObjectiveC, iOS Frameworks, UIKit, CoreData, CoreLocation, Apple's IDE, User Interface Design, User Experience Design, RESTful APIs, ThirdParty Libraries, Version Control Systems, GIT Workflows, Unit Testing, Debugging Tools"
Q08,mobile iOS developer with Swift and UIKit,software,bm25,478.5541739997825,2,JOB_0037406,55.25493700400979,IOS Mobile Developer,The IT Gigs,"Middleton, WI",Mid senior,Onsite,"iOS, Swift, ObjectiveC, UIKit, CoreData, CoreLocation, IDE, RESTful APIs, Version control systems, GIT Workflows, Unit testing, Debugging, App performance optimization, Memory leak identification, UI/UX design, Problemsolving, Communication, Agile development, Mobile app security, Device compatibility, Localization, Internationalization, Crossfunctional collaboration, Technical project completion, Quality assurance, Professional behavior"
Q08,mobile iOS developer with Swift and UIKit,software,bm25,478.5541739997825,3,JOB_0257856,52.883567552994116,Sr. Mobile Engineer,The Gizmo App Company,"Los Angeles, CA",Mid senior,Onsite,"iOS development, Swift, ObjectiveC, UIKit, SwiftUI, iOS HIG, REST, JSON, Source control systems, Unit testing, Integration testing, Linting, Instrumentation, User interface design, Core iOS audio frameworks, Android development"
Q08,mobile iOS developer with Swift and UIKit,software,bm25,478.5541739997825,4,JOB_0330081,52.192151429056395,Lead iOS Developer,EPAM Systems,"Sydney, New South Wales, Australia",Associate,Onsite,"iOS App Development, Mobile App Development, Swift, RxSwift, UIKit, SwiftUI, Agile Development Methodologies, UI/UX Design, Secure Coding Practices, Commercial Experience in Developing Secure Software Products, Tertiary Qualification in Computing Field (IT Computer Engineering Computer Science Informatics), 10+ Years Experience in Full Lifecycle Commercial Software Development, 5+ Years Experience Building Complex iOS Mobile Applications, Experience Building Applications for iOS 15+, Familiarity with Medical Device Industry or Related Regulated Sectors"
Q08,mobile iOS developer with Swift and UIKit,software,bm25,478.5541739997825,5,JOB_0243767,51.47695560997157,Sr. IOS Application Designer Developer,Matrix Precise,"Oakland, CA",Mid senior,Onsite,"iOS development, Healthcare collaboration, User interface prototyping, Design assets creation, Test driven development, Documentation, Mentoring, Swift, Swift Standard Library, iOS SDK, UIKit, Strong, Foundation, Dispatch, Combine, Core Bluetooth, Vendor SDKs integration, Realtime a/v solutions, MVVM, Multithreading, Concurrency, GitHub/Gitlab, CI/CD pipeline, RESTful APIs, Automated testing tools, Algorithms, Communication skills, Analytical skills, Results orientation, Customer focus, Application architecture, Technology infrastructure, Continuous Integration and Deployment, Git"
Q08,mobile iOS developer with Swift and UIKit,software,bm25,478.5541739997825,6,JOB_0346901,50.52483809146554,iOS Developer,Insignia Consultancy Solutions,"Indiana, United States",Mid senior,Onsite,"iOS development, ObjectiveC, Swift programming languages, UIKit, Core Graphics, Core Animation, RESTful APIs, JSON data, Git, iOS design patterns, Architectural principles, Performance optimization, Memory management, Team leading, Task management, Project delivery, Problemsolving, Communication, Interpersonal skills, Collaboration, Graduate degree, Relevant field, Industry experience, iOS certifications"
Q08,mobile iOS developer with Swift and UIKit,software,bm25,478.5541739997825,7,JOB_0273108,46.96921966848558,Senior iOS Software Engineer,Perplexity,San Francisco Bay Area,Mid senior,Onsite,"Swift, SwiftUI, iOS, UIKit, UI, UX, Testting, HTTP, WebSockets, Concurrency, Multithreading, GCD, Critical sections, Race conditions, Requirements gathering, Software Development, iOS app development, Large language models, Search, Software design, Mobile development, Core team, iOS programming, Agile methodology, Prototyping, Debugging, UI design, Software Architecture, Profiling, Performance Tuning"
Q08,mobile iOS developer with Swift and UIKit,software,bm25,478.5541739997825,8,JOB_0497602,44.34285848920764,Mobile Engineer 2 - iOS,Skyscanner,"Edinburgh, Scotland, United Kingdom",Mid senior,Onsite,"Swift, ObjectiveC, UIKit, SwiftUI, Core Animation, Core Data, Combine, Cocoapods, Swift Package manager, Webkit, Mapkit, Cuckoo, XCTest, Native app development, System design, Datadriven decision making, Team spirit, Dedication to customers, Accountability, Deploy pipelines, Experimentation tools, Interteam collaboration, Travel, Sustainability, Hybrid work, Medical insurance, Health screenings, Headspace subscriptions, Home office allowance, Additional holiday purchase, Remote work, Engineering Blog, Twitter"
Q08,mobile iOS developer with Swift and UIKit,software,bm25,478.5541739997825,9,JOB_0125762,39.10279256689786,Lead iOS Developer,Photon,"Alpharetta, GA",Mid senior,Onsite,"Lead iOS Developer, iOS, Swift, SwiftUI, ObjectiveC, Xcode, Cocoa Touch, Core Data, Core Graphics, Core Animation, iOS Frameworks, iOS backend services, Apple's design principles, Application interface guidelines, Mobile development life cycle, Push notifications, APIs, Cloud messaging, Git, Bitbucket, JIRA, Atlassian tools, CI/CD tools, Jenkins, Web services, XML, JSON, SOAP"
